epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
38,16058.8,0.12104,0.37345,0.80831,0.99925,1,0.995,0.995,0.07177,0.3483,0.76079,0.00135739,0.000452462,0.00135739,0.000452462,0.00135739,0.000452462,0.00135739,0.000452462
39,16456.8,0.12169,0.37159,0.81024,0.99934,1,0.995,0.995,0.07231,0.33738,0.7616,0.00133618,0.000445393,0.00133618,0.000445393,0.00133618,0.000445393,0.00133618,0.000445393
40,16855.6,0.11901,0.36298,0.81112,0.99928,1,0.995,0.995,0.07035,0.33539,0.76117,0.00131497,0.000438325,0.00131497,0.000438325,0.00131497,0.000438325,0.00131497,0.000438325
41,17256.4,0.1197,0.36466,0.81088,0.99929,1,0.995,0.995,0.0746,0.33324,0.76151,0.00129377,0.000431256,0.00129377,0.000431256,0.00129377,0.000431256,0.00129377,0.000431256
42,17658.5,0.11857,0.35744,0.80734,0.99931,1,0.995,0.995,0.07104,0.32937,0.76037,0.00127256,0.000424187,0.00127256,0.000424187,0.00127256,0.000424187,0.00127256,0.000424187
43,18061,0.11825,0.35994,0.80995,0.99926,1,0.995,0.995,0.07166,0.32731,0.76105,0.00125136,0.000417119,0.00125136,0.000417119,0.00125136,0.000417119,0.00125136,0.000417119
44,18467.3,0.11659,0.35031,0.80812,0.99931,1,0.995,0.995,0.06886,0.32424,0.76047,0.00123015,0.00041005,0.00123015,0.00041005,0.00123015,0.00041005,0.00123015,0.00041005
45,18873.4,0.11753,0.35387,0.80798,0.99934,1,0.995,0.995,0.06976,0.31854,0.76051,0.00120894,0.000402982,0.00120894,0.000402982,0.00120894,0.000402982,0.00120894,0.000402982
46,19275.7,0.11736,0.34666,0.80882,0.99929,1,0.995,0.995,0.0721,0.31639,0.76122,0.00118774,0.000395913,0.00118774,0.000395913,0.00118774,0.000395913,0.00118774,0.000395913
47,19676.2,0.11537,0.34565,0.80978,0.99935,1,0.995,0.995,0.06982,0.31493,0.7612,0.00116653,0.000388844,0.00116653,0.000388844,0.00116653,0.000388844,0.00116653,0.000388844
48,20075.5,0.11232,0.33232,0.80654,0.99934,1,0.995,0.995,0.06747,0.3124,0.76083,0.00114533,0.000381776,0.00114533,0.000381776,0.00114533,0.000381776,0.00114533,0.000381776
49,20474.1,0.11322,0.34038,0.80943,0.99928,1,0.995,0.995,0.06875,0.30988,0.76107,0.00112412,0.000374707,0.00112412,0.000374707,0.00112412,0.000374707,0.00112412,0.000374707
50,20873.6,0.11592,0.33854,0.8114,0.99937,1,0.995,0.995,0.07003,0.30831,0.76083,0.00110292,0.000367639,0.00110292,0.000367639,0.00110292,0.000367639,0.00110292,0.000367639
51,21272.8,0.11395,0.33756,0.80817,0.99931,1,0.995,0.995,0.0676,0.30976,0.76043,0.00108171,0.00036057,0.00108171,0.00036057,0.00108171,0.00036057,0.00108171,0.00036057
52,21671,0.11071,0.3292,0.80624,0.99934,1,0.995,0.995,0.06758,0.30482,0.76033,0.0010605,0.000353501,0.0010605,0.000353501,0.0010605,0.000353501,0.0010605,0.000353501
53,22069.7,0.11024,0.32461,0.80804,0.99933,1,0.995,0.995,0.0676,0.30402,0.76077,0.0010393,0.000346433,0.0010393,0.000346433,0.0010393,0.000346433,0.0010393,0.000346433
54,22467.9,0.10871,0.32009,0.80348,0.99928,1,0.995,0.995,0.06898,0.29868,0.76101,0.00101809,0.000339364,0.00101809,0.000339364,0.00101809,0.000339364,0.00101809,0.000339364
55,22863.9,0.10883,0.32422,0.80801,0.99929,1,0.995,0.995,0.06859,0.29907,0.76025,0.000996887,0.000332296,0.000996887,0.000332296,0.000996887,0.000332296,0.000996887,0.000332296
56,23259.8,0.11092,0.31978,0.81016,0.99923,1,0.995,0.995,0.06738,0.29919,0.75884,0.000975681,0.000325227,0.000975681,0.000325227,0.000975681,0.000325227,0.000975681,0.000325227
57,23655.8,0.10732,0.31642,0.80592,0.99927,1,0.995,0.995,0.06443,0.29212,0.75879,0.000954475,0.000318158,0.000954475,0.000318158,0.000954475,0.000318158,0.000954475,0.000318158
58,24053.8,0.10779,0.31553,0.80699,0.99932,1,0.995,0.995,0.06813,0.29025,0.76001,0.000933269,0.00031109,0.000933269,0.00031109,0.000933269,0.00031109,0.000933269,0.00031109
59,24451.5,0.10877,0.32154,0.80469,0.99929,1,0.995,0.995,0.06762,0.2881,0.76039,0.000912064,0.000304021,0.000912064,0.000304021,0.000912064,0.000304021,0.000912064,0.000304021
60,24847.6,0.10722,0.31006,0.80632,0.99922,1,0.995,0.995,0.06605,0.28677,0.76063,0.000890858,0.000296953,0.000890858,0.000296953,0.000890858,0.000296953,0.000890858,0.000296953
61,25243.6,0.10753,0.31498,0.80418,0.99929,1,0.995,0.995,0.06666,0.28359,0.75973,0.000869652,0.000289884,0.000869652,0.000289884,0.000869652,0.000289884,0.000869652,0.000289884
62,25638.7,0.10511,0.31446,0.80921,0.99929,1,0.995,0.995,0.06451,0.27715,0.75993,0.000848446,0.000282815,0.000848446,0.000282815,0.000848446,0.000282815,0.000848446,0.000282815
63,26034.2,0.106,0.31133,0.80729,0.99934,1,0.995,0.995,0.06474,0.27447,0.75989,0.00082724,0.000275747,0.00082724,0.000275747,0.00082724,0.000275747,0.00082724,0.000275747
64,26430.2,0.10595,0.30351,0.80572,0.99926,1,0.995,0.995,0.0638,0.27379,0.75986,0.000806035,0.000268678,0.000806035,0.000268678,0.000806035,0.000268678,0.000806035,0.000268678
65,26825,0.10232,0.30031,0.80223,0.9993,1,0.995,0.995,0.06248,0.27169,0.75974,0.000784829,0.00026161,0.000784829,0.00026161,0.000784829,0.00026161,0.000784829,0.00026161
66,27223.4,0.10426,0.29939,0.80512,0.99935,1,0.995,0.995,0.06314,0.27367,0.75982,0.000763623,0.000254541,0.000763623,0.000254541,0.000763623,0.000254541,0.000763623,0.000254541
67,27621.4,0.10266,0.30324,0.80806,0.99935,1,0.995,0.995,0.06452,0.26997,0.75983,0.000742417,0.000247472,0.000742417,0.000247472,0.000742417,0.000247472,0.000742417,0.000247472
68,28021,0.10389,0.30205,0.80399,0.99932,1,0.995,0.995,0.06389,0.26864,0.75989,0.000721211,0.000240404,0.000721211,0.000240404,0.000721211,0.000240404,0.000721211,0.000240404
69,28419,0.10185,0.29291,0.80638,0.99934,1,0.995,0.995,0.06279,0.26783,0.75979,0.000700006,0.000233335,0.000700006,0.000233335,0.000700006,0.000233335,0.000700006,0.000233335
70,28818.4,0.10273,0.29523,0.80497,0.99937,1,0.995,0.995,0.06693,0.26699,0.75994,0.0006788,0.000226267,0.0006788,0.000226267,0.0006788,0.000226267,0.0006788,0.000226267
71,29215,0.10116,0.29113,0.80698,0.99931,1,0.995,0.995,0.06232,0.26218,0.75982,0.000657594,0.000219198,0.000657594,0.000219198,0.000657594,0.000219198,0.000657594,0.000219198
72,29611.2,0.09883,0.29131,0.80785,0.99936,1,0.995,0.995,0.06153,0.26272,0.75967,0.000636388,0.000212129,0.000636388,0.000212129,0.000636388,0.000212129,0.000636388,0.000212129
73,30008.3,0.09889,0.28922,0.80207,0.9993,1,0.995,0.995,0.06479,0.26419,0.75925,0.000615182,0.000205061,0.000615182,0.000205061,0.000615182,0.000205061,0.000615182,0.000205061
74,30405.3,0.10173,0.29196,0.80624,0.99928,1,0.995,0.995,0.06031,0.26019,0.75995,0.000593977,0.000197992,0.000593977,0.000197992,0.000593977,0.000197992,0.000593977,0.000197992
75,30802.5,0.0987,0.28412,0.80548,0.99937,1,0.995,0.995,0.06188,0.25885,0.7595,0.000572771,0.000190924,0.000572771,0.000190924,0.000572771,0.000190924,0.000572771,0.000190924
76,31199.3,0.09775,0.28281,0.80465,0.99934,1,0.995,0.995,0.06102,0.25775,0.7594,0.000551565,0.000183855,0.000551565,0.000183855,0.000551565,0.000183855,0.000551565,0.000183855
77,31596.1,0.09727,0.27901,0.80408,0.99919,1,0.995,0.995,0.06249,0.25777,0.75953,0.000530359,0.000176786,0.000530359,0.000176786,0.000530359,0.000176786,0.000530359,0.000176786
78,31994.8,0.09496,0.28037,0.80253,0.99928,1,0.995,0.995,0.06089,0.25766,0.75956,0.000509153,0.000169718,0.000509153,0.000169718,0.000509153,0.000169718,0.000509153,0.000169718
79,32393.1,0.09699,0.27842,0.80319,0.99927,1,0.995,0.995,0.06279,0.25475,0.75923,0.000487948,0.000162649,0.000487948,0.000162649,0.000487948,0.000162649,0.000487948,0.000162649
80,32790.6,0.09542,0.27368,0.8028,0.99932,1,0.995,0.995,0.06093,0.25372,0.75931,0.000466742,0.000155581,0.000466742,0.000155581,0.000466742,0.000155581,0.000466742,0.000155581
81,33187.3,0.09691,0.28345,0.80352,0.99933,1,0.995,0.995,0.05933,0.25394,0.75934,0.000445536,0.000148512,0.000445536,0.000148512,0.000445536,0.000148512,0.000445536,0.000148512
82,33583.6,0.09844,0.28392,0.80662,0.99933,1,0.995,0.995,0.06131,0.25366,0.75961,0.00042433,0.000141443,0.00042433,0.000141443,0.00042433,0.000141443,0.00042433,0.000141443
83,33980.3,0.09745,0.2822,0.80517,0.99935,1,0.995,0.995,0.06208,0.24972,0.7594,0.000403124,0.000134375,0.000403124,0.000134375,0.000403124,0.000134375,0.000403124,0.000134375
84,34376.7,0.09648,0.27904,0.80504,0.99933,1,0.995,0.995,0.0614,0.24952,0.7593,0.000381919,0.000127306,0.000381919,0.000127306,0.000381919,0.000127306,0.000381919,0.000127306
85,34772.9,0.09624,0.27641,0.805,0.9993,1,0.995,0.995,0.05979,0.24849,0.75917,0.000360713,0.000120238,0.000360713,0.000120238,0.000360713,0.000120238,0.000360713,0.000120238
86,35169.4,0.09559,0.2739,0.80566,0.99932,1,0.995,0.995,0.06056,0.25006,0.75934,0.000339507,0.000113169,0.000339507,0.000113169,0.000339507,0.000113169,0.000339507,0.000113169
87,35568.7,0.09306,0.2718,0.80241,0.9993,1,0.995,0.995,0.05819,0.24646,0.75892,0.000318301,0.0001061,0.000318301,0.0001061,0.000318301,0.0001061,0.000318301,0.0001061
88,35967.6,0.09404,0.27002,0.80387,0.99937,1,0.995,0.995,0.05974,0.24746,0.75932,0.000297095,9.90318e-05,0.000297095,9.90318e-05,0.000297095,9.90318e-05,0.000297095,9.90318e-05
89,36366.5,0.09489,0.27706,0.80467,0.99925,1,0.995,0.995,0.05967,0.24689,0.75924,0.00027589,9.19632e-05,0.00027589,9.19632e-05,0.00027589,9.19632e-05,0.00027589,9.19632e-05
90,36766.8,0.09623,0.27582,0.80394,0.99927,1,0.995,0.995,0.05974,0.247,0.75926,0.000254684,8.48946e-05,0.000254684,8.48946e-05,0.000254684,8.48946e-05,0.000254684,8.48946e-05
91,37161.1,0.06977,0.31715,0.75738,0.99929,1,0.995,0.995,0.06233,0.24898,0.75896,0.000233478,7.7826e-05,0.000233478,7.7826e-05,0.000233478,7.7826e-05,0.000233478,7.7826e-05
92,37556.4,0.06911,0.31296,0.75953,0.99937,1,0.995,0.995,0.06004,0.24593,0.7587,0.000212272,7.07574e-05,0.000212272,7.07574e-05,0.000212272,7.07574e-05,0.000212272,7.07574e-05
93,37950.6,0.06739,0.311,0.76298,0.99935,1,0.995,0.995,0.05986,0.24616,0.75884,0.000191066,6.36888e-05,0.000191066,6.36888e-05,0.000191066,6.36888e-05,0.000191066,6.36888e-05
94,38346.2,0.06784,0.31193,0.75874,0.99934,1,0.995,0.995,0.06028,0.24602,0.75875,0.000169861,5.66202e-05,0.000169861,5.66202e-05,0.000169861,5.66202e-05,0.000169861,5.66202e-05
95,38742.8,0.06777,0.31054,0.75792,0.99933,1,0.995,0.995,0.06069,0.24616,0.75891,0.000148655,4.95516e-05,0.000148655,4.95516e-05,0.000148655,4.95516e-05,0.000148655,4.95516e-05
96,39140.2,0.06592,0.30811,0.75805,0.99933,1,0.995,0.995,0.05879,0.24444,0.75866,0.000127449,4.2483e-05,0.000127449,4.2483e-05,0.000127449,4.2483e-05,0.000127449,4.2483e-05
97,39537.4,0.06599,0.30678,0.75704,0.99934,1,0.995,0.995,0.05938,0.24339,0.75863,0.000106243,3.54144e-05,0.000106243,3.54144e-05,0.000106243,3.54144e-05,0.000106243,3.54144e-05
98,39934.8,0.06529,0.30546,0.75443,0.99934,1,0.995,0.995,0.0592,0.24346,0.7586,8.50374e-05,2.83458e-05,8.50374e-05,2.83458e-05,8.50374e-05,2.83458e-05,8.50374e-05,2.83458e-05
99,40332.8,0.06555,0.30561,0.75892,0.99933,1,0.995,0.995,0.05954,0.24277,0.75857,6.38316e-05,2.12772e-05,6.38316e-05,2.12772e-05,6.38316e-05,2.12772e-05,6.38316e-05,2.12772e-05
100,40731.1,0.06481,0.30429,0.75641,0.99934,1,0.995,0.995,0.058,0.24139,0.75856,4.26258e-05,1.42086e-05,4.26258e-05,1.42086e-05,4.26258e-05,1.42086e-05,4.26258e-05,1.42086e-05
