epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
33,19368.1,0.15762,0.2513,0.82835,0.99978,0.99812,0.99457,0.99313,0.08633,0.06914,0.77384,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,19961.3,0.15571,0.24663,0.82751,0.99978,0.99812,0.99458,0.99317,0.08603,0.06889,0.77381,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,20554.6,0.15361,0.24312,0.82739,0.99977,0.99812,0.99457,0.99319,0.08563,0.06844,0.77375,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,21148,0.15172,0.24047,0.82645,0.99977,0.99812,0.99457,0.99319,0.08537,0.06807,0.77371,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,21741.6,0.15077,0.23775,0.82718,0.99977,0.99811,0.99458,0.99322,0.08495,0.06767,0.77368,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,22334.5,0.14838,0.23511,0.82528,0.99977,0.99811,0.99458,0.99324,0.08466,0.06732,0.77369,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,22927.8,0.14574,0.22989,0.82409,0.99977,0.99811,0.99457,0.99324,0.08431,0.06697,0.77371,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,23521,0.14474,0.22873,0.82449,0.99977,0.99812,0.99457,0.99322,0.08391,0.06661,0.77356,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,24145.9,0.1054,0.10337,0.77176,0.99976,0.99811,0.99457,0.9932,0.08332,0.06641,0.77351,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,24734.9,0.1023,0.09944,0.77043,0.99976,0.99812,0.99456,0.99318,0.08287,0.06651,0.77356,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,25323.4,0.10099,0.09966,0.77013,0.99976,0.99812,0.99455,0.99318,0.08215,0.06611,0.77351,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,25911.2,0.09819,0.09452,0.76883,0.99976,0.99812,0.99455,0.99317,0.08155,0.06581,0.77355,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,26499.1,0.09592,0.09135,0.76918,0.99976,0.99812,0.99459,0.99316,0.08083,0.06548,0.77357,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,27086.5,0.09295,0.0878,0.76677,0.99976,0.99812,0.99461,0.99316,0.08021,0.06523,0.77354,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,27674.7,0.09048,0.08585,0.76653,0.99977,0.99811,0.99462,0.99315,0.07966,0.0648,0.77357,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,28261.8,0.0881,0.08327,0.76589,0.99977,0.99812,0.99463,0.99315,0.079,0.06419,0.77364,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,28850,0.08572,0.08002,0.76543,0.99978,0.99812,0.99462,0.99314,0.07843,0.06379,0.77382,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,29436.9,0.08245,0.07568,0.76406,0.99979,0.99812,0.99463,0.99312,0.078,0.06338,0.7739,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
